kind,index,value
PE0,CAGEX,1.00000000000000000e+00
PE0,CAGFO,1.00000000000000000e+00
PE0,CAGOT,1.00000000000000000e+00
PE0,CMINE,1.00000000000000000e+00
PE0,CNAFO,1.00000000000000000e+00
PE0,CNALM,1.00000000000000000e+00
PE0,CNASE,1.00000000000000000e+00
PINTA0,AAGEX,1.00000000000000022e+00
PINTA0,AAGFO,1.00000000000000044e+00
PINTA0,AAGOT,1.00000000000000022e+00
PINTA0,AMINE,1.00000000000000044e+00
PINTA0,ANAFO,1.00000000000000022e+00
PINTA0,ANAHI,1.00000000000000044e+00
PINTA0,ANALM,1.00000000000000022e+00
PINTA0,ANASE,1.00000000000000022e+00
PM0,CAGEX,1.00000000000000000e+00
PM0,CAGFO,1.00000000000000000e+00
PM0,CAGOT,1.00000000000000000e+00
PM0,CMINE,1.00000000000000000e+00
PM0,CNAFO,1.00000000000000000e+00
PM0,CNAHI,1.00000000000000000e+00
PM0,CNALM,1.00000000000000000e+00
PM0,CNASE,1.00000000000000000e+00
PQ0,CAGEX,1.00000000000000022e+00
PQ0,CAGFO,1.00000000000000000e+00
PQ0,CAGOT,9.99999999999999778e-01
PQ0,CMINE,1.00000000000000067e+00
PQ0,CNAFO,1.00000000000000022e+00
PQ0,CNAHI,9.99999999999999778e-01
PQ0,CNALM,1.00000000000000044e+00
PQ0,CNASE,1.00000000000000022e+00
PVA0,AAGEX,1.00000000000000000e+00
PVA0,AAGFO,1.00000000000000000e+00
PVA0,AAGOT,1.00000000000000000e+00
PVA0,AMINE,1.00000000000000000e+00
PVA0,ANAFO,1.00000000000000000e+00
PVA0,ANAHI,1.00000000000000000e+00
PVA0,ANALM,1.00000000000000000e+00
PVA0,ANASE,1.00000000000000000e+00
PWE0,CAGEX,1.00000000000000000e+00
PWE0,CAGFO,1.00000000000000000e+00
PWE0,CAGOT,1.00000000000000000e+00
PWE0,CMINE,1.00000000000000000e+00
PWE0,CNAFO,1.00000000000000000e+00
PWE0,CNALM,1.00000000000000000e+00
PWE0,CNASE,1.00000000000000000e+00
PWM0,CAGEX,7.62987623886335786e-01
PWM0,CAGFO,8.12892709652150880e-01
PWM0,CMINE,7.94698695927310239e-01
PWM0,CNAFO,7.99360428712068805e-01
PWM0,CNALM,8.07914097839633083e-01
PWM0,CNASE,8.94472173381123614e-01
PX0,CAGEX,1.00000000000000000e+00
PX0,CAGFO,1.00000000000000000e+00
PX0,CAGOT,1.00000000000000000e+00
PX0,CMINE,1.00000000000000000e+00
PX0,CNAFO,1.00000000000000000e+00
PX0,CNAHI,1.00000000000000000e+00
PX0,CNALM,1.00000000000000000e+00
PX0,CNASE,1.00000000000000000e+00
PXAC0,AAGEX.CAGEX,1.00000000000000000e+00
PXAC0,AAGFO.CAGFO,1.00000000000000000e+00
PXAC0,AAGOT.CAGOT,1.00000000000000000e+00
PXAC0,AMINE.CMINE,1.00000000000000000e+00
PXAC0,ANAFO.CNAFO,1.00000000000000000e+00
PXAC0,ANAHI.CNAHI,1.00000000000000000e+00
PXAC0,ANALM.CNALM,1.00000000000000000e+00
PXAC0,ANASE.CNASE,1.00000000000000000e+00
QA0,AAGEX,4.39601387558160983e+00
QA0,AAGFO,1.18663000435853694e+00
QA0,AAGOT,2.27899079943089289e+00
QA0,AMINE,2.28541157648941251e+00
QA0,ANAFO,5.39988240691101495e+00
QA0,ANAHI,4.26304525057395711e+00
QA0,ANALM,1.33644790180860600e+01
QA0,ANASE,1.97645922740190834e+01
QD0,CAGEX,1.54548473824552079e+00
QD0,CAGFO,1.09488870880474454e+00
QD0,CAGOT,2.25230015530577532e+00
QD0,CMINE,1.39473391753998710e+00
QD0,CNAFO,5.21973396694066150e+00
QD0,CNAHI,4.26304525057395800e+00
QD0,CNALM,1.19215562875769177e+01
QD0,CNASE,1.81678597785067701e+01
QE0,CAGEX,2.85052913733608904e+00
QE0,CAGFO,9.17412955537925678e-02
QE0,CAGOT,2.66906441251177108e-02
QE0,CMINE,8.90677658949424966e-01
QE0,CNAFO,1.80148439970353180e-01
QE0,CNALM,1.44292273050914055e+00
QE0,CNASE,1.59673249551231322e+00
QF0,CAPLSC.AAGEX,1.21893811342545200e+00
QF0,CAPLSC.AAGFO,2.06270455485939336e-01
QF0,CAPLSC.AAGOT,2.91159158515629568e-01
QF0,CAPOT.AMINE,8.19451250687726507e-01
QF0,CAPOT.ANAFO,1.67551631268051304e+00
QF0,CAPOT.ANAHI,6.53660746947940852e-01
QF0,CAPOT.ANALM,2.88173553590566334e+00
QF0,CAPOT.ANASE,4.81343428344494306e+00
QF0,CAPSH.AAGEX,3.71910668290770935e-02
QF0,CAPSH.AAGFO,8.71738372132726397e-02
QF0,CAPSH.AAGOT,1.38910017437707811e-01
QF0,LABSK.AAGEX,1.64830000000000011e-02
QF0,LABSK.AAGFO,1.67500000000000006e-03
QF0,LABSK.AAGOT,2.37400000000000024e-03
QF0,LABSK.AMINE,1.02410000000000001e-02
QF0,LABSK.ANAFO,7.71800000000000003e-03
QF0,LABSK.ANAHI,2.28850000000000026e-02
QF0,LABSK.ANALM,5.56240000000000068e-02
QF0,LABSK.ANASE,1.90550999999999998e-01
QF0,LABUSKF.AMINE,3.16340000000000024e-02
QF0,LABUSKF.ANAFO,2.65220000000000004e-02
QF0,LABUSKF.ANAHI,6.75520000000000148e-02
QF0,LABUSKF.ANALM,1.44329000000000013e-01
QF0,LABUSKF.ANASE,3.99096000000000006e-01
QF0,LABUSKIF.AAGEX,1.37808999999999987e-01
QF0,LABUSKIF.AAGFO,2.62674999999999992e-01
QF0,LABUSKIF.AAGOT,3.90695000000000014e-01
QF0,LABUSKIF.ANAHI,6.21420000000000028e-02
QF0,LABUSKIF.ANALM,4.14293000000000022e-01
QF0,LABUSKIF.ANASE,1.25038600000000000e+00
QF0,LABUSKLS.AAGEX,1.85013000000000011e-01
QF0,LABUSKLS.AAGFO,4.49880000000000002e-02
QF0,LABUSKLS.AAGOT,5.36649999999999974e-02
QF0,LANDLS.AAGEX,1.63221000000000005e-01
QF0,LANDLS.AAGFO,3.22243000000000002e-01
QF0,LANDLS.AAGOT,1.50900000000000010e-02
QF0,LANDSH.AAGEX,3.75699999999999978e-01
QF0,LANDSH.AAGFO,2.48609999999999998e+00
QFS0,CAPLSC,1.71636772742702082e+00
QFS0,CAPOT,1.08437981296667871e+01
QFS0,CAPSH,2.63274921480057544e-01
QFS0,LABSK,3.07551000000000019e-01
QFS0,LABUSKF,6.69133000000000089e-01
QFS0,LABUSKIF,2.51799999999999979e+00
QFS0,LABUSKLS,2.83666000000000029e-01
QFS0,LANDLS,5.00554000000000054e-01
QFS0,LANDSH,2.86180000000000012e+00
QG0,CNAFO,4.14188102580116194e-02
QG0,CNAHI,2.14643323309482020e-02
QG0,CNALM,2.51796809231907615e-01
QG0,CNASE,4.45904367669036450e+00
QH0,CAGEX.HSHHLD,8.00063984774016801e-02
QH0,CAGFO.HLSLOW,2.19351622241052285e-02
QH0,CAGFO.HLSUPP,6.13489789487577930e-02
QH0,CAGFO.HSHHLD,4.03068318477110443e-01
QH0,CAGFO.HURBLOW,2.71450080691899409e-01
QH0,CAGFO.HURBUPP,1.34408109626385802e-01
QH0,CAGOT.HLSLOW,1.43742874618978094e-02
QH0,CAGOT.HLSUPP,3.62849767968895620e-01
QH0,CAGOT.HSHHLD,3.63583913299058425e-01
QH0,CAGOT.HURBLOW,1.75891924384263321e-01
QH0,CAGOT.HURBUPP,5.22866823128175090e-02
QH0,CNAFO.HLSLOW,2.34323383614619338e-02
QH0,CNAFO.HLSUPP,1.76262736367929418e+00
QH0,CNAFO.HSHHLD,2.52684423001791780e-01
QH0,CNAFO.HURBLOW,5.49841191082358738e-01
QH0,CNAFO.HURBUPP,2.05436656930070027e+00
QH0,CNAHI.HLSLOW,2.31688000236709079e-03
QH0,CNAHI.HLSUPP,1.15530399475469586e-01
QH0,CNAHI.HSHHLD,1.23456167696232993e-02
QH0,CNAHI.HURBLOW,7.20759800127638572e-02
QH0,CNAHI.HURBUPP,4.06548739922990843e-01
QH0,CNALM.HLSLOW,3.09434298125684029e-02
QH0,CNALM.HLSUPP,2.62693750434041684e+00
QH0,CNALM.HSHHLD,3.84651747139682143e-01
QH0,CNALM.HURBLOW,7.19683034253466469e-01
QH0,CNALM.HURBUPP,3.66293961535826496e+00
QH0,CNASE.HLSLOW,9.90344039597450439e-03
QH0,CNASE.HLSUPP,2.28492793944068584e+00
QH0,CNASE.HSHHLD,2.49994760947919448e-01
QH0,CNASE.HURBLOW,3.13640190319890988e-01
QH0,CNASE.HURBUPP,2.68957503310099488e+00
QINT0,CAGEX.ANAFO,3.43486977995110965e-01
QINT0,CAGEX.ANALM,1.13660795880304244e+00
QINT0,CAGEX.ANASE,8.31207483531979860e-03
QINT0,CAGFO.ANAFO,2.44912846342145302e-01
QINT0,CAGOT.AAGEX,8.12717383221093007e-03
QINT0,CAGOT.AAGOT,2.44607747668247111e-01
QINT0,CAGOT.ANAFO,8.24177706399997878e-01
QINT0,CAGOT.ANALM,1.44230452624237449e-01
QINT0,CAGOT.ANASE,9.24764993541493802e-02
QINT0,CMINE.AMINE,9.27740925135994710e-02
QINT0,CMINE.ANAFO,4.10060007792113559e-02
QINT0,CMINE.ANAHI,3.09840298871994990e-01
QINT0,CMINE.ANALM,9.60536316560656300e-01
QINT0,CMINE.ANASE,1.18936468332631939e-01
QINT0,CNAFO.AAGEX,7.33921015430799573e-02
QINT0,CNAFO.AAGFO,2.43561673735770562e-02
QINT0,CNAFO.AAGOT,3.40582984150951174e-01
QINT0,CNAFO.ANAFO,2.65005068585860259e-01
QINT0,CNAFO.ANALM,4.15493294754032752e-02
QINT0,CNAFO.ANASE,1.56795334885876853e-01
QINT0,CNAHI.AAGEX,3.92752977839477824e-02
QINT0,CNAHI.AAGFO,1.07101661427274637e-02
QINT0,CNAHI.AAGOT,3.13024418290462000e-02
QINT0,CNAHI.AMINE,4.92646135081599226e-02
QINT0,CNAHI.ANAFO,2.77770999164440834e-02
QINT0,CNAHI.ANAHI,3.07022251446942784e-01
QINT0,CNAHI.ANALM,9.57697586743775642e-02
QINT0,CNAHI.ANASE,2.97569937686093078e-01
QINT0,CNALM.AAGEX,4.57895710209531626e-01
QINT0,CNALM.AAGFO,2.21262657712936600e-01
QINT0,CNALM.AAGOT,1.49948715964379670e-01
QINT0,CNALM.AMINE,5.25444095103546394e-01
QINT0,CNALM.ANAFO,4.22485686946936112e-01
QINT0,CNALM.ANAHI,1.49824871414762506e+00
QINT0,CNALM.ANALM,3.16744276789108126e+00
QINT0,CNALM.ANASE,4.07413295461013725e+00
QINT0,CNASE.AAGEX,1.34531703022384996e+00
QINT0,CNASE.AAGFO,1.93896789774225781e-01
QINT0,CNASE.AAGOT,4.73749037117443983e-01
QINT0,CNASE.AMINE,3.43626431346293171e-01
QINT0,CNASE.ANAFO,1.32044649553192794e+00
QINT0,CNASE.ANAHI,4.10491910656391401e-01
QINT0,CNASE.ANALM,2.16130038122954460e+00
QINT0,CNASE.ANASE,2.08600052514501222e+00
QINTA0,AAGEX,1.92400731359262034e+00
QINTA0,AAGFO,4.50225781003466885e-01
QINTA0,AAGOT,1.24019092673006814e+00
QINTA0,AMINE,1.01110923247159890e+00
QINTA0,ANAFO,3.48929788249763373e+00
QINTA0,ANAHI,2.52560317512295418e+00
QINTA0,ANALM,7.70743696525834299e+00
QINTA0,ANASE,6.83422379484922082e+00
QINV0,CAGOT,-3.03060000000000100e-02
QINV0,CNAFO,-1.65862999999999983e-01
QINV0,CNAHI,2.77407173507205584e+00
QINV0,CNALM,2.74146639435983364e+00
QINV0,CNASE,3.30969059413760314e-01
QM0,CAGEX,2.29286718653544073e-02
QM0,CAGFO,4.22347875056593991e-02
QM0,CMINE,1.28359259518106950e-01
QM0,CNAFO,2.00454714757706182e-01
QM0,CNALM,9.01372354950540355e+00
QM0,CNASE,5.05022922827509602e-01
QQ0,CAGEX,1.56841341011087509e+00
QQ0,CAGFO,1.13712349631040399e+00
QQ0,CAGOT,2.25230015530577532e+00
QQ0,CMINE,1.52309317705809399e+00
QQ0,CNAFO,5.42018868169836754e+00
QQ0,CNAHI,4.26304525057395800e+00
QQ0,CNALM,2.09352798370823194e+01
QQ0,CNASE,1.86728827013342809e+01
QVA0,AAGEX,2.36506963305897600e+00
QVA0,AAGFO,7.59580223355069917e-01
QVA0,AAGOT,9.00778969152292497e-01
QVA0,AMINE,1.18409129875060071e+00
QVA0,ANAFO,1.95481052441338110e+00
QVA0,ANAHI,1.51845326296214123e+00
QVA0,ANALM,5.17790503831361626e+00
QVA0,ANASE,1.24147340839014788e+01
QX0,CAGEX,4.39601387558160983e+00
QX0,CAGFO,1.18663000435853716e+00
QX0,CAGOT,2.27899079943089289e+00
QX0,CMINE,2.28541157648941207e+00
QX0,CNAFO,5.39988240691101495e+00
QX0,CNAHI,4.26304525057395800e+00
QX0,CNALM,1.33644790180860582e+01
QX0,CNASE,1.97645922740190834e+01
QXAC0,AAGEX.CAGEX,4.39601387558160983e+00
QXAC0,AAGFO.CAGFO,1.18663000435853716e+00
QXAC0,AAGOT.CAGOT,2.27899079943089289e+00
QXAC0,AMINE.CMINE,2.28541157648941207e+00
QXAC0,ANAFO.CNAFO,5.39988240691101495e+00
QXAC0,ANAHI.CNAHI,4.26304525057395800e+00
QXAC0,ANALM.CNALM,1.33644790180860582e+01
QXAC0,ANASE.CNASE,1.97645922740190834e+01
RHOAC,CAGEX,-7.50000000000000000e-01
RHOAC,CAGFO,-7.50000000000000000e-01
RHOAC,CAGOT,-7.50000000000000000e-01
RHOAC,CMINE,-7.50000000000000000e-01
RHOAC,CNAFO,-7.50000000000000000e-01
RHOAC,CNAHI,-7.50000000000000000e-01
RHOAC,CNALM,-7.50000000000000000e-01
RHOAC,CNASE,-7.50000000000000000e-01
SAM,AAGEX.CAGEX,4.39601387558160983e+00
SAM,AAGEX.TOTAL,4.39601387558160983e+00
SAM,AAGFO.CAGFO,1.18663000435853716e+00
SAM,AAGFO.TOTAL,1.18663000435853716e+00
SAM,AAGOT.CAGOT,2.27899079943089289e+00
SAM,AAGOT.TOTAL,2.27899079943089289e+00
SAM,AMINE.CMINE,2.28541157648941207e+00
SAM,AMINE.TOTAL,2.28541157648941207e+00
SAM,ANAFO.CNAFO,5.39988240691101495e+00
SAM,ANAFO.TOTAL,5.39988240691101495e+00
SAM,ANAHI.CNAHI,4.26304525057395800e+00
SAM,ANAHI.TOTAL,4.26304525057395800e+00
SAM,ANALM.CNALM,1.33644790180860582e+01
SAM,ANALM.TOTAL,1.33644790180860582e+01
SAM,ANASE.CNASE,1.97645922740190834e+01
SAM,ANASE.TOTAL,1.97645922740190834e+01
SAM,ATAX.AAGEX,1.06936928930013053e-01
SAM,ATAX.AAGFO,-2.31759999999999987e-02
SAM,ATAX.AAGOT,1.38020903548532331e-01
SAM,ATAX.AMINE,9.02110452672124641e-02
SAM,ATAX.ANAFO,-4.42260000000000014e-02
SAM,ATAX.ANAHI,2.18988812488860596e-01
SAM,ATAX.ANALM,4.79137014514098347e-01
SAM,ATAX.ANASE,5.15634395268381618e-01
SAM,ATAX.TOTAL,1.48152710001709842e+00
SAM,CAGEX.ANAFO,3.43486977995111020e-01
SAM,CAGEX.ANALM,1.13660795880304266e+00
SAM,CAGEX.ANASE,8.31207483531980033e-03
SAM,CAGEX.HSHHLD,8.00063984774016940e-02
SAM,CAGEX.ROW,2.85052913733608904e+00
SAM,CAGEX.TOTAL,4.41894254744696457e+00
SAM,CAGFO.ANAFO,2.44912846342145302e-01
SAM,CAGFO.HLSLOW,2.19351622241052285e-02
SAM,CAGFO.HLSUPP,6.13489789487577930e-02
SAM,CAGFO.HSHHLD,4.03068318477110443e-01
SAM,CAGFO.HURBLOW,2.71450080691899409e-01
SAM,CAGFO.HURBUPP,1.34408109626385802e-01
SAM,CAGFO.ROW,9.17412955537925678e-02
SAM,CAGFO.TOTAL,1.22886479186419662e+00
SAM,CAGOT.AAGEX,8.12717383221092833e-03
SAM,CAGOT.AAGOT,2.44607747668247055e-01
SAM,CAGOT.ANAFO,8.24177706399997656e-01
SAM,CAGOT.ANALM,1.44230452624237421e-01
SAM,CAGOT.ANASE,9.24764993541493663e-02
SAM,CAGOT.HLSLOW,1.43742874618978059e-02
SAM,CAGOT.HLSUPP,3.62849767968895565e-01
SAM,CAGOT.HSHHLD,3.63583913299058370e-01
SAM,CAGOT.HURBLOW,1.75891924384263293e-01
SAM,CAGOT.HURBUPP,5.22866823128174951e-02
SAM,CAGOT.ROW,2.66906441251177108e-02
SAM,CAGOT.S-I,-3.03060000000000031e-02
SAM,CAGOT.TOTAL,2.27899079943089244e+00
SAM,CAPLSC.AAGEX,1.21893811342545200e+00
SAM,CAPLSC.AAGFO,2.06270455485939336e-01
SAM,CAPLSC.AAGOT,2.91159158515629568e-01
SAM,CAPLSC.TOTAL,1.71636772742702082e+00
SAM,CAPOT.AMINE,8.19451250687726507e-01
SAM,CAPOT.ANAFO,1.67551631268051304e+00
SAM,CAPOT.ANAHI,6.53660746947940852e-01
SAM,CAPOT.ANALM,2.88173553590566334e+00
SAM,CAPOT.ANASE,4.81343428344494306e+00
SAM,CAPOT.TOTAL,1.08437981296667871e+01
SAM,CAPSH.AAGEX,3.71910668290770935e-02
SAM,CAPSH.AAGFO,8.71738372132726397e-02
SAM,CAPSH.AAGOT,1.38910017437707811e-01
SAM,CAPSH.TOTAL,2.63274921480057544e-01
SAM,CMINE.AMINE,9.27740925135995265e-02
SAM,CMINE.ANAFO,4.10060007792113837e-02
SAM,CMINE.ANAHI,3.09840298871995212e-01
SAM,CMINE.ANALM,9.60536316560656966e-01
SAM,CMINE.ANASE,1.18936468332632023e-01
SAM,CMINE.ROW,8.90677658949424966e-01
SAM,CMINE.TOTAL,2.41377083600752007e+00
SAM,CNAFO.AAGEX,7.33921015430799711e-02
SAM,CNAFO.AAGFO,2.43561673735770631e-02
SAM,CNAFO.AAGOT,3.40582984150951229e-01
SAM,CNAFO.ANAFO,2.65005068585860315e-01
SAM,CNAFO.ANALM,4.15493294754032821e-02
SAM,CNAFO.ANASE,1.56795334885876880e-01
SAM,CNAFO.GOV,4.14188102580116263e-02
SAM,CNAFO.HLSLOW,2.34323383614619372e-02
SAM,CNAFO.HLSUPP,1.76262736367929462e+00
SAM,CNAFO.HSHHLD,2.52684423001791836e-01
SAM,CNAFO.HURBLOW,5.49841191082358849e-01
SAM,CNAFO.HURBUPP,2.05436656930070072e+00
SAM,CNAFO.ROW,1.80148439970353180e-01
SAM,CNAFO.S-I,-1.65863000000000010e-01
SAM,CNAFO.TOTAL,5.60033712166872188e+00
SAM,CNAHI.AAGEX,3.92752977839477754e-02
SAM,CNAHI.AAGFO,1.07101661427274619e-02
SAM,CNAHI.AAGOT,3.13024418290461931e-02
SAM,CNAHI.AMINE,4.92646135081599088e-02
SAM,CNAHI.ANAFO,2.77770999164440764e-02
SAM,CNAHI.ANAHI,3.07022251446942729e-01
SAM,CNAHI.ANALM,9.57697586743775364e-02
SAM,CNAHI.ANASE,2.97569937686093022e-01
SAM,CNAHI.GOV,2.14643323309481986e-02
SAM,CNAHI.HLSLOW,2.31688000236709036e-03
SAM,CNAHI.HLSUPP,1.15530399475469558e-01
SAM,CNAHI.HSHHLD,1.23456167696232959e-02
SAM,CNAHI.HURBLOW,7.20759800127638434e-02
SAM,CNAHI.HURBUPP,4.06548739922990732e-01
SAM,CNAHI.S-I,2.77407173507205540e+00
SAM,CNAHI.TOTAL,4.26304525057395711e+00
SAM,CNALM.AAGEX,4.57895710209531848e-01
SAM,CNALM.AAGFO,2.21262657712936711e-01
SAM,CNALM.AAGOT,1.49948715964379725e-01
SAM,CNALM.AMINE,5.25444095103546616e-01
SAM,CNALM.ANAFO,4.22485686946936279e-01
SAM,CNALM.ANAHI,1.49824871414762573e+00
SAM,CNALM.ANALM,3.16744276789108259e+00
SAM,CNALM.ANASE,4.07413295461013902e+00
SAM,CNALM.GOV,2.51796809231907726e-01
SAM,CNALM.HLSLOW,3.09434298125684168e-02
SAM,CNALM.HLSUPP,2.62693750434041817e+00
SAM,CNALM.HSHHLD,3.84651747139682310e-01
SAM,CNALM.HURBLOW,7.19683034253466802e-01
SAM,CNALM.HURBUPP,3.66293961535826673e+00
SAM,CNALM.ROW,1.44292273050914055e+00
SAM,CNALM.S-I,2.74146639435983497e+00
SAM,CNALM.TOTAL,2.23782025675914653e+01
SAM,CNASE.AAGEX,1.34531703022385019e+00
SAM,CNASE.AAGFO,1.93896789774225836e-01
SAM,CNASE.AAGOT,4.73749037117444094e-01
SAM,CNASE.AMINE,3.43626431346293226e-01
SAM,CNASE.ANAFO,1.32044649553192817e+00
SAM,CNASE.ANAHI,4.10491910656391512e-01
SAM,CNASE.ANALM,2.16130038122954504e+00
SAM,CNASE.ANASE,2.08600052514501266e+00
SAM,CNASE.GOV,4.45904367669036539e+00
SAM,CNASE.HLSLOW,9.90344039597450612e-03
SAM,CNASE.HLSUPP,2.28492793944068628e+00
SAM,CNASE.HSHHLD,2.49994760947919503e-01
SAM,CNASE.HURBLOW,3.13640190319891043e-01
SAM,CNASE.HURBUPP,2.68957503310099533e+00
SAM,CNASE.ROW,1.59673249551231322e+00
SAM,CNASE.S-I,3.30969059413760369e-01
SAM,CNASE.TOTAL,2.02696151968465976e+01
SAM,ENTR.CAPOT,1.07151472567362731e+01
SAM,ENTR.GOV,1.20921704622422110e+00
SAM,ENTR.ROW,-5.36000348279316752e-01
SAM,ENTR.TOTAL,1.13883639546811768e+01
SAM,GOV.ATAX,1.48152710001709820e+00
SAM,GOV.ROW,-1.26914779427723112e-01
SAM,GOV.TAR,1.86461147831863139e+00
SAM,GOV.TOTAL,6.94480892698172880e+00
SAM,GOV.YTAX,3.72558512807372200e+00
SAM,HLSLOW.LABUSKLS,1.06333247067339320e-01
SAM,HLSLOW.TOTAL,1.06333247067339320e-01
SAM,HLSUPP.CAPLSC,1.71636772742702082e+00
SAM,HLSUPP.ENTR,5.51622912952789690e+00
SAM,HLSUPP.GOV,6.36121912441244275e-01
SAM,HLSUPP.LABSK,8.11060905338597427e-01
SAM,HLSUPP.LANDLS,4.59653333253084939e-01
SAM,HLSUPP.ROW,1.03860952399922893e-01
SAM,HLSUPP.TOTAL,9.24329396038776707e+00
SAM,HSHHLD.CAPSH,2.63274921480057655e-01
SAM,HSHHLD.GOV,4.80046476769805941e-01
SAM,HSHHLD.HURBLOW,1.82228231895448761e-01
SAM,HSHHLD.HURBUPP,8.11583284221007867e-02
SAM,HSHHLD.LABUSKIF,6.97030090759938159e-01
SAM,HSHHLD.LANDSH,1.36394339130032266e-01
SAM,HSHHLD.TOTAL,1.84013238845738347e+00
SAM,HURBLOW.CAPOT,1.28650872930512999e-01
SAM,HURBLOW.GOV,2.41070955579628265e-01
SAM,HURBLOW.LABUSKF,7.57246966501350482e-01
SAM,HURBLOW.LABUSKIF,1.48412372466093445e+00
SAM,HURBLOW.TOTAL,2.61109251967242617e+00
SAM,HURBUPP.ENTR,3.30154786740274364e+00
SAM,HURBUPP.GOV,1.08628907455597265e-01
SAM,HURBUPP.LABSK,8.97216508002237489e+00
SAM,HURBUPP.TOTAL,1.23823418548807158e+01
SAM,LABSK.AAGEX,5.25457159368881155e-01
SAM,LABSK.AAGFO,5.48812145032572737e-02
SAM,LABSK.AAGOT,7.75657065392920952e-02
SAM,LABSK.AMINE,3.27402168048383790e-01
SAM,LABSK.ANAFO,2.47697923031816231e-01
SAM,LABSK.ANAHI,7.31584174167341672e-01
SAM,LABSK.ANALM,1.77366743848674080e+00
SAM,LABSK.ANASE,6.07294476981530185e+00
SAM,LABSK.TOTAL,9.81120055396101520e+00
SAM,LABUSKF.AMINE,3.72378800144903960e-02
SAM,LABUSKF.ANAFO,3.15962887010518903e-02
SAM,LABUSKF.ANAHI,7.75249129648384050e-02
SAM,LABUSKF.ANALM,1.63174822545105513e-01
SAM,LABUSKF.ANASE,4.47713062275864548e-01
SAM,LABUSKF.TOTAL,7.57246966501350705e-01
SAM,LABUSKIF.AAGEX,1.20532615785964914e-01
SAM,LABUSKIF.AAGFO,2.26435428078468476e-01
SAM,LABUSKIF.AAGOT,3.38533132932942515e-01
SAM,LABUSKIF.ANAHI,5.56834288820202833e-02
SAM,LABUSKIF.ANALM,3.59327241376106499e-01
SAM,LABUSKIF.ANASE,1.08064196836536985e+00
SAM,LABUSKIF.TOTAL,2.18115381542087272e+00
SAM,LABUSKLS.AAGEX,6.75065620843141589e-02
SAM,LABUSKLS.AAGFO,1.77960458982907299e-02
SAM,LABUSKLS.AAGOT,2.10306390847314791e-02
SAM,LABUSKLS.TOTAL,1.06333247067336364e-01
SAM,LANDLS.AAGEX,3.29749038968545405e-01
SAM,LANDLS.AAGFO,9.63239796425506556e-02
SAM,LANDLS.AAGOT,3.35803146419889759e-02
SAM,LANDLS.TOTAL,4.59653333253085050e-01
SAM,LANDSH.AAGEX,6.56950765967414807e-02
SAM,LANDSH.AAGFO,7.06992625332907854e-02
SAM,LANDSH.TOTAL,1.36394339130032266e-01
SAM,ROW.CAGEX,1.74942928654162368e-02
SAM,ROW.CAGFO,3.43323508570582761e-02
SAM,ROW.CMINE,1.02006936149234784e-01
SAM,ROW.CNAFO,1.60235566726075473e-01
SAM,ROW.CNALM,7.28231432967451298e+00
SAM,ROW.CNASE,4.51728951388809974e-01
SAM,ROW.LABSK,2.79745686000434472e-02
SAM,ROW.TOTAL,8.07608699626115190e+00
SAM,S-I.ENTR,9.06826476404321791e-01
SAM,S-I.GOV,-5.04000000000000004e-01
SAM,S-I.HLSLOW,3.42770880896149958e-03
SAM,S-I.HLSUPP,1.34111371894478371e+00
SAM,S-I.HSHHLD,7.09539056773446225e-02
SAM,S-I.HURBLOW,2.13390436568668490e-01
