"Time","Stock_1","Stock_2","Stock_3","Stock_4","Stock_5","Stock_6"
"26","8.612773022404525","37.741061034528855","-32.77979178239117","15.252629311545881","-36.121998546678945","7.295326960590884"
"27","8.971638565004714","39.31360524430089","-34.1456164399908","15.888155532860296","-37.62708181945723","7.599298917282171"
"28","9.330504107604902","40.88614945407292","-35.511441097590435","16.52368175417471","-39.13216509223552","7.903270873973458"
"29","9.68936965020509","42.458693663844954","-36.877265755190066","17.159207975489124","-40.637248365013804","8.207242830664745"
"30","10.04823519280528","44.03123787361699","-38.2430904127897","17.79473419680354","-42.14233163779209","8.511214787356032"
"31","10.407100735405468","45.60378208338902","-39.60891507038933","18.430260418117953","-43.647414910570376","8.815186744047319"
"32","10.765966278005656","47.176326293161054","-40.97473972798896","19.065786639432368","-45.15249818334866","9.119158700738605"
"33","11.124831820605845","48.74887050293309","-42.34056438558859","19.701312860746782","-46.65758145612695","9.423130657429892"
"34","11.483697363206034","50.32141471270512","-43.706389043188224","20.336839082061196","-48.162664728905234","9.72710261412118"
"35","11.842562905806222","51.893958922477154","-45.072213700787856","20.97236530337561","-49.66774800168352","10.031074570812466"
"36","12.20142844840641","53.46650313224919","-46.43803835838749","21.607891524690025","-51.17283127446181","10.335046527503753"
"37","12.5602939910066","55.03904734202122","-47.80386301598712","22.24341774600444","-52.67791454724009","10.63901848419504"
"38","12.919159533606788","56.61159155179325","-49.16968767358675","22.878943967318854","-54.18299782001838","10.942990440886327"
"39","13.278025076206976","58.18413576156529","-50.53551233118638","23.51447018863327","-55.688081092796665","11.246962397577613"
"40","13.636890618807165","59.75667997133732","-51.901336988786014","24.149996409947683","-57.19316436557495","11.5509343542689"
"41","13.995756161407353","61.32922418110935","-53.267161646385645","24.785522631262097","-58.69824763835324","11.854906310960187"
"42","14.354621704007542","62.90176839088139","-54.63298630398528","25.42104885257651","-60.20333091113152","12.158878267651474"
"43","14.71348724660773","64.47431260065342","-55.99881096158491","26.056575073890926","-61.70841418390982","12.46285022434276"
"44","15.072352789207919","66.04685681042545","-57.36463561918454","26.69210129520534","-63.213497456688096","12.766822181034048"
"45","15.431218331808108","67.61940102019749","-58.73046027678417","27.327627516519755","-64.71858072946638","13.070794137725334"
"46","15.790083874408296","69.19194522996952","-60.0962849343838","27.96315373783417","-66.22366400224467","13.37476609441662"
"47","16.148949417008485","70.76448943974155","-61.462109591983435","28.598679959148583","-67.72874727502297","13.678738051107905"
"48","16.507814959608673","72.33703364951359","-62.827934249583066","29.234206180462998","-69.23383054780126","13.98271000779919"
"49","16.86668050220886","73.90957785928562","-64.1937589071827","29.869732401777412","-70.73891382057955","14.286681964490475"
"50","17.22554604480905","75.48212206905765","-65.55958356478233","30.505258623091827","-72.24399709335785","14.59065392118176"
"51","17.58441158740924","77.05466627882969","-66.92540822238196","31.14078484440624","-73.74908036613614","14.894625877873045"
"52","17.943277130009427","78.62721048860172","-68.29123287998159","31.776311065720655","-75.25416363891443","15.19859783456433"
"53","18.302142672609616","80.19975469837375","-69.65705753758122","32.41183728703507","-76.75924691169273","15.502569791255615"
"54","18.661008215209804","81.77229890814579","-71.02288219518086","33.047363508349484","-78.26433018447102","15.8065417479469"
"55","19.019873757809993","83.34484311791782","-72.38870685278049","33.6828897296639","-79.76941345724931","16.110513704638187"
"56","19.37873930041018","84.91738732768985","-73.75453151038012","34.31841595097831","-81.27449673002761","16.414485661329472"
"57","19.73760484301037","86.48993153746189","-75.12035616797975","34.95394217229273","-82.7795800028059","16.718457618020757"
"58","20.09647038561056","88.06247574723392","-76.48618082557938","35.58946839360714","-84.2846632755842","17.022429574712042"
"59","20.455335928210747","89.63501995700595","-77.85200548317901","36.224994614921556","-85.78974654836249","17.326401531403327"
"60","20.814201470810936","91.20756416677798","-79.21783014077864","36.86052083623597","-87.29482982114078","17.630373488094612"
"61","21.173067013411124","92.78010837655002","-80.58365479837828","37.496047057550385","-88.79991309391907","17.934345444785897"
"62","21.531932556011313","94.35265258632205","-81.94947945597791","38.1315732788648","-90.30499636669737","18.238317401477183"
"63","21.8907980986115","95.92519679609408","-83.31530411357754","38.767099500179214","-91.81007963947566","18.542289358168468"
"64","22.24966364121169","97.49774100586612","-84.68112877117717","39.40262572149363","-93.31516291225395","18.846261314859753"
"65","22.60852918381188","99.07028521563815","-86.0469534287768","40.03815194280804","-94.82024618503225","19.150233271551038"
"66","22.967394726412067","100.64282942541018","-87.41277808637643","40.67367816412246","-96.32532945781054","19.454205228242323"
"67","23.326260269012256","102.21537363518222","-88.77860274397607","41.30920438543687","-97.83041273058883","19.758177184933608"
"68","23.685125811612444","103.78791784495425","-90.1444274015757","41.944730606751286","-99.33549600336713","20.062149141624893"
"69","24.043991354212633","105.36046205472628","-91.51025205917533","42.5802568280657","-100.84057927614542","20.366121098316178"
"70","24.40285689681282","106.93300626449832","-92.87607671677496","43.215783049380114","-102.34566254892371","20.670093055007463"
"71","24.76172243941301","108.50555047427035","-94.24190137437459","43.85130927069453","-103.850745821702","20.974065011698748"
"72","25.1205879820132","110.07809468404238","-95.60772603197422","44.48683549200894","-105.3558290944803","21.278036968390033"
"73","25.479453524613387","111.65063889381442","-96.97355068957386","45.12236171332336","-106.86091236725859","21.58200892508132"
"74","25.838319067213575","113.22318310358645","-98.33937534717349","45.75788793463777","-108.36599564003689","21.885980881772603"
"75","26.197184609813764","114.79572731335848","-99.70520000477312","46.393414155952186","-109.87107891281518","22.18995283846389"
"76","26.556050152413953","116.36827152313052","-101.07102466237275","47.0289403772666","-111.37616218559347","22.493924795155174"
"77","26.91491569501414","117.94081573290255","-102.43684931997238","47.664466598581015","-112.88124545837177","22.79789675184646"
"78","27.27378123761433","119.51335994267458","-103.80267397757201","48.29999281989543","-114.38632873115006","23.101868708537744"
"79","27.632646780214518","121.08590415244662","-105.16849863517164","48.935519041209844","-115.89141200392835","23.40584066522903"
"80","27.991512322814707","122.65844836221865","-106.53432329277128","49.57104526252426","-117.39649527670664","23.709812621920314"
"81","28.350377865414895","124.23099257199068","-107.90014795037091","50.20657148383867","-118.90157854948494","24.0137845786116"
"82","28.709243408015084","125.80353678176272","-109.26597260797054","50.84209770515309","-120.40666182226323","24.317756535302884"
"83","29.068108950615272","127.37608099153476","-110.63179726557017","51.4776239264675","-121.91174509504152","24.62172849199417"
"84","29.42697449321546","128.9486252013068","-111.9976219231698","52.113150147781916","-123.41682836781982","24.925700448685454"
"85","29.785840035815646","130.52116941107886","-113.36344658076943","52.74867636909633","-124.92191164059811","25.22967240537674"
"86","30.14470557841583","132.0937136208509","-114.72927123836907","53.384202590410744","-126.42699491337642","25.533644362068024"
"87","30.503571121016016","133.66625783062295","-116.0950958959687","54.01972881172516","-127.9320781861547","25.83761631875931"
"88","30.8624366636162","135.238802040395","-117.46092055356833","54.65525503303957","-129.43716145893296","26.141588275450594"
"89","31.221302206216386","136.81134625016705","-118.82674521116796","55.29078125435399","-130.94224473171124","26.44556023214188"
"90","31.58016774881657","138.3838904599391","-120.19256986876759","55.9263074756684","-132.44732800448952","26.749532188833165"
"91","31.939033291416756","139.95643466971114","-121.55839452636722","56.561833696982816","-133.9524112772678","27.05350414552445"
"92","32.29789883401694","141.5289788794832","-122.92421918396685","57.19735991829723","-135.45749455004608","27.357476102215735"
"93","32.656764376617126","143.10152308925524","-124.29004384156649","57.832886139611645","-136.96257782282436","27.66144805890702"
"94","33.01562991921731","144.67406729902729","-125.65586849916613","58.46841236092606","-138.46766109560264","27.965420015598305"
"95","33.374495461817496","146.24661150879933","-127.02169315676576","59.103938582240474","-139.97274436838092","28.26939197228959"
"96","33.73336100441768","147.81915571857138","-128.3875178143654","59.73946480355489","-141.4778276411592","28.573363928980875"
"97","34.092226547017866","149.39169992834343","-129.75334247196503","60.3749910248693","-142.98291091393747","28.87733588567216"
"98","34.45109208961805","150.96424413811548","-131.11916712956466","61.01051724618371","-144.48799418671575","29.181307842363445"
"99","34.809957632218236","152.53678834788752","-132.4849917871643","61.64604346749812","-145.99307745949403","29.48527979905473"
"100","35.16882317481842","154.10933255765957","-133.85081644476392","62.281569688812525","-147.4981607322723","29.789251755746015"
