"Time","Stock_1","Stock_2","Stock_3","Stock_4","Stock_5","Stock_6"
"62","443.1157119260662","354.6557213460798","571.1783649362928","424.2201770772978","581.3720955673701","447.77236381469936"
"63","449.88507327494597","359.9686682943534","580.0173545254124","430.65754561172054","590.3781954947041","454.6075974666698"
"64","456.65443462382575","365.28161524262697","588.856344114532","437.09491414614325","599.384295422038","461.44283111864024"
"65","463.42379597270553","370.59456219090055","597.6953337036516","443.53228268056597","608.3903953493719","468.2780647706107"
"66","470.1931573215853","375.9075091391741","606.5343232927712","449.9696512149887","617.3964952767059","475.1132984225811"
"67","476.9625186704651","381.2204560874477","615.3733128818908","456.4070197494114","626.4025952040398","481.94853207455157"
"68","483.7318800193449","386.5334030357213","624.2123024710104","462.8443882838341","635.4086951313737","488.783765726522"
"69","490.50124136822467","391.84634998399486","633.05129206013","469.28175681825684","644.4147950587077","495.61899937849245"
"70","497.27060271710445","397.15929693226843","641.8902816492496","475.71912535267955","653.4208949860416","502.4542330304629"
"71","504.03996406598424","402.472243880542","650.7292712383692","482.1564938871023","662.4269949133756","509.28946668243333"
"72","510.809325414864","407.7851908288156","659.5682608274888","488.593862421525","671.4330948407095","516.1247003344039"
"73","517.5786867637438","413.09813777708916","668.4072504166083","495.0312309559477","680.4391947680434","522.9599339863744"
"74","524.3480481126236","418.41108472536274","677.2462400057279","501.4685994903704","689.4452946953774","529.7951676383449"
"75","531.1174094615034","423.7240316736363","686.0852295948475","507.9059680247932","698.4513946227113","536.6304012903154"
"76","537.8867708103832","429.0369786219099","694.9242191839671","514.3433365592159","707.4574945500452","543.4656349422859"
"77","544.6561321592629","434.3499255701835","703.7632087730867","520.7807050936386","716.4635944773792","550.3008685942564"
"78","551.4254935081427","439.66287251845705","712.6021983622063","527.2180736280613","725.4696944047131","557.1361022462269"
"79","558.1948548570225","444.9758194667306","721.4411879513259","533.6554421624841","734.475794332047","563.9713358981974"
"80","564.9642162059023","450.2887664150042","730.2801775404455","540.0928106969068","743.481894259381","570.8065695501679"
"81","571.7335775547821","455.6017133632778","739.1191671295651","546.5301792313295","752.4879941867149","577.6418032021384"
"82","578.5029389036619","460.91466031155136","747.9581567186847","552.9675477657522","761.4940941140488","584.4770368541089"
"83","585.2723002525416","466.22760725982494","756.7971463078043","559.4049163001749","770.5001940413828","591.3122705060794"
"84","592.0416616014214","471.5405542080985","765.6361358969239","565.8422848345976","779.5062939687167","598.1475041580499"
"85","598.8110229503012","476.8535011563721","774.4751254860435","572.2796533690204","788.5123938960506","604.9827378100204"
"86","605.580384299181","482.16644810464567","783.314115075163","578.7170219034431","797.5184938233846","611.8179714619909"
"87","612.3497456480608","487.47939505291924","792.1531046642826","585.1543904378658","806.5245937507185","618.6532051139613"
"88","619.1191069969406","492.7923420011928","800.9920942534022","591.5917589722885","815.5306936780524","625.4884387659318"
"89","625.8884683458203","498.1052889494664","809.8310838425218","598.0291275067112","824.5367936053864","632.3236724179023"
"90","632.6578296947001","503.41823589774","818.6700734316414","604.466496041134","833.5428935327203","639.1589060698728"
"91","639.4271910435799","508.7311828460136","827.509063020761","610.9038645755567","842.5489934600542","645.9941397218433"
"92","646.1965523924597","514.0441297942871","836.3480526098806","617.3412331099794","851.5550933873882","652.8293733738138"
"93","652.9659137413395","519.3570767425606","845.1870421990002","623.7786016444021","860.5611933147221","659.6646070257843"
"94","659.7352750902193","524.6700236908341","854.0260317881198","630.2159701788248","869.567293242056","666.4998406777548"
"95","666.504636439099","529.9829706391076","862.8650213772394","636.6533387132475","878.57339316939","673.3350743297253"
"96","673.2739977879788","535.2959175873812","871.704010966359","643.0907072476703","887.5794930967239","680.1703079816958"
"97","680.0433591368586","540.6088645356547","880.5430005554786","649.528075782093","896.5855930240579","687.0055416336663"
"98","686.8127204857384","545.9218114839282","889.3819901445981","655.9654443165157","905.5916929513918","693.8407752856368"
"99","693.5820818346182","551.2347584322017","898.2209797337177","662.4028128509384","914.5977928787257","700.6760089376073"
"100","700.351443183498","556.5477053804752","907.0599693228373","668.8401813853611","923.6038928060597","707.5112425895778"
