"Time","Input_1","Input_2","Input_3","Input_4","Input_5","Input_6","Input_7","Input_8","Input_9","Input_10"
"14","11.791456160179258","8.898529356362666","10.105181752534971","33.06409497851835","12.597962554674787","4.714475264738297","30.43420507460525","30.433836178412317","30.417618532419162","0.0"
"15","12.732326793361068","8.956186428655819","9.436996189287234","34.05723696270517","14.101995220259102","6.5711247737084575","29.399130596363452","30.669202717199123","31.79990063694366","0.0"
"16","13.827535526270772","8.533678398625336","12.353707378618651","33.55200855444532","14.518072116889762","8.162127048552858","29.491695886095005","31.327219952087212","31.140556421968697","0.0"
"17","14.662012676838478","8.445868251689665","12.317217593185026","26.336247793577","14.597136514832854","7.905251455151001","30.566186097254967","29.200950264114468","24.327379594034827","0.0"
"18","13.026605273663296","9.125676450468806","11.365193551408007","29.643560000058397","13.199061229427162","5.2169980184485585","30.340574708574856","23.158507120861096","29.499729532560295","0.0"
"19","13.048200962348707","9.253255408616651","12.271038432557088","33.68716392695171","14.088519932289117","6.8161410774487505","29.146614364346462","30.739173492584705","31.183032400655616","0.0"
"20","14.474438553797395","9.609441374543222","12.990385494497886","35.737967205858155","14.828262003828875","8.683093315304067","29.97853691472647","31.411528457629494","32.529828670287785","0.0"
"21","15.333363218801827","9.847280451475834","12.839983920043544","36.67461693026733","15.452956977528126","8.671279393100628","29.952556410755538","32.38655897531398","34.28025207892123","0.0"
"22","16.11545287145802","10.722232185270396","14.193816216873536","36.02733971410354","14.7687603769305","9.094684224671054","30.611426369264635","32.075564538988615","35.410465678994086","0.0"
"23","16.596161196102507","12.655489511008184","15.863045406071949","39.13494235206357","16.125894271092562","10.289634719593218","31.810498094453916","35.67394595821313","35.32622063840931","0.0"
"24","18.120950394267975","13.993407171896695","17.98396987271966","40.682644805900345","17.59121481284719","11.171658762073502","34.42006102501341","36.525907093704255","35.21295945283138","0.0"
"25","20.55498670933373","14.943074216011231","19.220896904548926","45.43090478914196","22.501385777710343","14.602273364831962","38.67959458976849","39.003942610859184","36.291821369907964","0.0"
"26","27.29038208926417","11.775503915821533","15.819568196034826","46.544311896145466","31.757888381868263","21.382052737261358","41.423273053632386","38.10914533757316","36.87994283228484","0.0"
"27","18.982886972757804","12.277097665682328","16.1420319339854","38.90272522213443","17.586477101371088","14.765968857368065","32.54964246514428","35.12281864959124","36.09805616433931","0.0"
"28","14.73454949818766","10.896917792709935","14.032631076977456","38.017007512711615","14.635767220572815","7.3660776362526885","32.027951877467636","33.71118400187863","34.2975045669269","0.0"
"29","15.025197429658167","10.141213450963098","12.8464487861131","36.13651296690149","15.29364133931618","8.88360006566657","30.95574823970116","32.52292950511877","33.139879985309804","0.0"
"30","14.486800836472646","9.941597590275515","12.85623823041596","35.55308868225965","15.156926252148178","8.653054406825387","30.780254874989282","32.251230676815524","32.030092140547424","0.0"
"31","14.819832646975145","10.047017561004267","12.894263314906274","35.9106160727939","15.168231843812306","8.77735500529042","30.896058197766664","32.08551638179385","32.5752376610398","0.0"
"32","14.997764457051828","10.270408335264696","13.251352709638434","36.2992529921459","15.398538090142987","8.995283881744127","31.060101566603702","32.638882555673604","33.25554322502688","0.0"
"33","15.30455901736957","10.467526860091374","13.44774950922045","36.711344803594024","15.5779705515808","9.25208646665212","31.235560313451963","32.959666143648306","33.15127982981713","0.0"
"34","15.504638248099802","10.116399634657409","13.021669495503872","36.6709885424298","15.708102936346394","9.345512454968466","31.205217469829172","32.806840478725796","33.03122865238885","0.0"
"35","15.353872078553078","9.015006906817826","11.991369581105499","35.17862289606424","15.157518414356893","8.9598887358148","30.194738248194692","31.228657262260334","33.043887484534295","0.0"
"36","13.512135100390621","8.945724068073199","10.95619365350626","32.97499665363296","12.66004660113434","7.276013399665908","27.751286229493203","30.351559326117847","32.2846840954652","0.0"
"37","10.023693511447728","9.24924711659033","11.846836994002944","30.184869771787426","7.341335943137632","3.064967717395927","25.502974970531852","29.84228941257551","30.834400736780196","0.0"
"38","9.66582936466601","8.147935082269644","10.229277176985653","33.7456508191049","10.756185072673722","3.368327387091142","28.987783126292776","30.297285932147222","30.003049068553487","0.0"
"39","13.743755189632957","8.98292594504483","11.479879576533715","33.81850637989206","14.129532780436662","7.444320475428787","29.12287195118258","30.96709831299993","31.28199508661015","0.0"
"40","14.430640834471856","9.766170777890723","12.507513079070094","35.45698686754814","14.624513066373137","8.30337870816209","30.514646201518868","32.040023835813685","32.321649047127565","0.0"
"41","14.984045409919204","10.1469651651635","12.967387767051111","36.02475013715191","15.184653957465752","8.835606617856879","30.87817741029619","32.47648796840804","33.05419239076314","0.0"
"42","15.292124293503537","10.33826320663123","13.263192570251368","36.46297519295506","15.48182327865712","9.183569808733276","31.152894587261862","32.76344878848266","33.841794148381524","0.0"
"43","15.471870152567053","10.446690425364553","13.438185331613326","36.73116007724514","15.636414987822542","9.409423401155923","31.305797795308596","32.91588396190755","34.08152751245757","0.0"
"44","15.507863142260357","10.483172274185911","13.48975081106621","36.777024297922196","15.688243787034684","9.452319804542098","31.350023796889126","32.966375983796304","33.671953853313354","0.0"
"45","15.447484013451948","10.465805237331693","13.438284556394766","36.66941773169848","15.637375455703786","9.367098788812466","31.315819573392524","32.909619700860404","33.278720043848836","0.0"
"46","15.345202879065026","10.45848167598388","13.394647081248829","36.58966412555752","15.619704142636195","9.297595219773484","31.29740167580635","32.86132764014819","33.279588761149995","0.0"
"47","15.56854340679476","10.547868589252829","13.51111209581017","36.747606872779905","15.749998447493434","9.403818815796598","31.373060127243757","32.971526655145986","33.51428392646002","0.0"
"48","15.762512355424171","10.554021003645849","13.587223756815812","36.94494066685568","15.80746918836893","9.483701005152525","31.42286675853294","33.097122958306436","33.596209995719654","0.0"
"49","14.840030101062602","9.931768400922138","12.608297028779463","36.267273106064344","15.108932474465462","8.65004608415421","30.852522332875196","32.37954599530629","33.085750134837426","0.0"
"50","14.609764997493203","9.709038644079241","12.445848673624202","35.1030628553458","14.66272651503435","8.28264317760896","29.089628094294554","31.928958840969646","35.574542146313796","0.0"
"51","14.985059160834144","9.978338831584","13.05070471824356","36.65714771010268","15.023394364221467","9.186075065292275","31.654125567183726","32.63365432567821","39.8286874344016","0.0"
"52","15.641363605491456","10.332506078748109","13.446729512889318","37.92716890252328","15.573907179111465","9.505867050977375","30.407563427040216","33.94835673868634","34.27120800284404","0.0"
"53","17.011303713205624","10.604824007927775","13.815297811743102","38.837213042790715","15.62551379783257","9.426486699891939","30.87252246383303","34.32022312944598","33.08655336275477","0.0"
"54","18.316440503099493","10.823266670690964","14.341221794359248","37.494226495266275","16.24284003041543","9.961924215287716","31.972550365928093","33.432888177234666","33.8378301876212","0.0"
"55","16.322271947623076","11.111997326908943","13.991618071363574","37.007611998698835","16.88443281364426","10.228339466110448","33.12364191977494","33.26968500213579","33.90786424949611","0.0"
"56","15.318125730207537","11.087769088145556","13.658157041191984","37.195028271551436","17.245712842670027","10.628770816742778","33.18525399319509","33.38421799477057","33.89612496593015","0.0"
"57","15.832290129436291","10.570726255727823","13.763102424509768","36.97225574386196","15.57936327656946","9.202168278872412","31.32337547428838","33.13949691224611","33.68200803629414","0.0"
"58","15.67914791794059","10.511577091964034","13.473936071523683","36.81520243998894","15.730315217972116","9.400291860018301","31.315201218305543","33.01130483143848","33.50888842984722","0.0"
"59","15.645199010658322","10.49480934804185","13.471170481080335","36.77909346443587","15.705202669940615","9.37509522771302","31.306323583170837","32.990373353708435","33.51413933423221","0.0"
"60","15.639780074293453","10.488577757091017","13.467067557706068","36.78133953884547","15.699225799268651","9.373921478369219","31.302240689624135","32.99094888660833","33.523982438379065","0.0"
"61","15.575888767253696","10.456897278781053","13.391093509267316","36.6450071840796","15.644767707888176","9.278054496125769","31.241742457859885","32.90561287332413","32.68021131502226","0.0"
"62","15.448713332221594","10.327337901806137","13.340490728903216","36.61448725988232","15.538255280864217","9.239314947388518","31.18030152347067","32.892755969340705","31.076311077167993","0.0"
"63","15.515409859455668","10.427577936598611","13.270900764225335","36.065611871649956","15.553661814328073","9.064033072478368","31.178906434507","32.59892675753842","30.365840713161905","0.0"
"64","15.192639064553479","10.435617850912413","13.136376167932427","35.16986719396517","15.505474744140407","8.909794218076996","31.162611636044815","31.84625611004599","33.28121500894206","0.0"
"65","14.010373681868625","10.329258432985347","12.99622408470084","35.49166268036804","15.407552863893798","9.009598483097705","31.02686406269023","32.10923438506231","34.18973824438866","0.0"
"66","14.088518528429775","10.112793747872828","12.87487717397428","36.375801012936236","14.850683645056938","8.617106537550777","30.267905428258906","32.65774897294397","33.912841801836024","0.0"
"67","15.285925624668305","9.828007897995521","13.128656844219321","36.4928883382387","14.378106492495771","8.53353486257413","29.860744660524265","32.80523551660561","32.98101489000126","0.0"
"68","15.397973577869276","10.176979386465238","12.904168103497316","36.603228681810336","15.358192157416251","9.075601718940318","30.980404092331028","32.854051151325514","32.957306756036225","0.0"
"69","15.89686696823652","10.373085663533708","13.304269647096543","36.82512510648146","15.518429263799188","9.181987372790903","30.85871162265731","33.04888354703319","33.40388774429483","0.0"
"70","16.276468437037032","10.4566218446102","13.563686700740405","37.087662695640034","15.671581029746758","9.364866155193717","31.263317259020543","33.23213295357014","33.69178996168956","0.0"
"71","15.99614504186338","10.600526212123677","13.852412795843525","37.23055640732809","15.851872025108198","9.53263552276271","31.381632811875225","33.28971865113678","33.816168539298076","0.0"
"72","15.537499704105583","10.77664476936124","13.793232534637502","37.115483377767845","16.108060405438653","9.623657896822998","31.593807153128946","33.17331652763774","33.75978885641711","0.0"
"73","15.603844337746308","10.725102706121541","13.51360740902201","36.86754479656033","16.04041468918429","9.62063685038579","31.80207221070195","33.02338559910231","33.622147857946274","0.0"
"74","15.707734734176869","10.475562323810731","13.513377003214146","36.69039851756033","15.694529608666548","9.468137460119948","31.445594739205305","32.950775931359814","33.48095772254584","0.0"
"75","15.62827572687452","10.506982507657096","13.450248720131029","36.58759184077866","15.7133967332401","9.265279620980735","31.317510979651555","32.86772329090396","33.24411477820639","0.0"
"76","15.556339670751772","10.4775630436149","13.426764890065462","36.644487862393575","15.657976652711431","9.273080320825352","31.27125202323693","32.81822581254501","33.28216196190483","0.0"
"77","15.528243313689899","10.45906047403085","13.425515460253127","36.55770804852927","15.634747458389475","9.278942627401666","31.255279712118657","32.83300813117131","33.03091567381562","0.0"
"78","15.4942020473319","10.404691556727633","13.360357622170351","36.680115909643234","15.57658535396843","9.236031995976214","31.19621529585114","32.94738225787683","33.56616275387259","0.0"
"79","15.604403572960532","10.360506231710175","13.276603838086075","36.755001546296775","15.559965648481127","9.262149476662554","31.15961615599156","32.987320806235985","33.62983133079112","0.0"
"80","15.533899561723512","10.439998969440236","13.40034741538025","36.737616397280576","15.63571087485858","9.32659459332783","31.229717360819183","32.96817072660657","33.535199693816104","0.0"
"81","15.225607922685773","10.4714742857541","13.434930846558697","36.63768543124058","15.672338146409608","9.354565843718083","31.277593167831782","32.89723780305681","33.567064727448304","0.0"
"82","14.99627298837457","10.453043375352054","13.287736839207328","36.46897402535354","15.635342431648109","9.307668747903593","30.889309769797983","32.80161093028673","33.49677086996382","0.0"
"83","16.01638470465048","10.315824133198333","13.064215595266651","36.42184397351727","15.44444442418538","9.200719308125478","30.59355418148173","32.810790330655465","33.3964668044196","0.0"
"84","16.85586702881911","10.166166692831439","13.325410756931682","36.87310775608702","15.273313649487504","9.166182075856296","31.71174163688906","33.05310809706518","33.43887844553931","0.0"
"85","15.944488989769164","10.461957686944073","13.88755827081924","37.42994798560743","15.690562742666726","9.310417384981273","30.747152545811442","33.31847411973939","33.53158379891664","0.0"
"86","15.28741605267157","10.581377087717636","14.096141213040914","37.305509344646794","15.619269265209503","9.281362438981768","31.899914564821252","33.35024726664372","33.67642222264595","0.0"
"87","15.859554963087742","11.256270565646414","13.821847716748396","36.89007420036999","16.395340161643283","9.44888565777191","31.382014334823733","33.02173762804819","33.701199098790624","0.0"
"88","15.87134296729992","11.549783050791339","13.619022628756058","36.90789651856697","16.898512275030455","10.591985551593863","33.406986754317096","33.15259262395339","33.949615397648685","0.0"
"89","15.93080242854475","11.310057683722675","13.967325467091925","37.15958143886487","17.923209070643452","12.87131589173873","32.14029719402306","33.325625960527375","34.14197411648825","0.0"
"90","15.915104513011821","10.568622939442609","13.91602505231273","37.37896875214871","15.611798608532808","10.671185919199315","31.610981170008817","33.503984192305104","34.14072509739592","0.0"
"91","15.79482572854167","10.583844248020352","13.548211300270959","37.06968713424752","15.75258112196108","8.481897568894462","31.397903123781276","33.164621283989895","33.65031767467086","0.0"
"92","15.685116131815692","10.477225369536947","13.456760336528165","36.70793932671708","15.705846020007552","9.404060251431643","31.270851648242022","32.95965507821533","33.46329118971719","0.0"
"93","15.642070122438437","10.482453695383064","13.453547534130836","36.828912125626516","15.682996973996191","9.359798798338524","31.295134582716006","33.06685919508701","33.58259673617167","0.0"
"94","15.644771834823729","10.482966721409646","13.457562720826925","36.887776337823624","15.690530308360698","9.389429236450262","31.290651853583114","33.080575050044196","33.6152312517986","0.0"
"95","15.134079624332124","10.480319165158958","13.471348592840547","36.88383672463718","15.692263976294482","9.385953303801285","31.283864651752445","33.0798495746754","33.60420806472084","0.0"
"96","15.015836449769274","10.46829910740236","13.447535456495189","36.64061950853471","15.668363393325677","9.368738636518767","31.270255741099717","32.95797115030825","33.571292275149595","0.0"
"97","15.508943476072666","10.423709438942526","13.180110676153607","36.43689814875452","15.61963954215908","9.33326990595406","31.278691012030933","32.81764936818292","33.507145178395746","0.0"
"98","16.33442981718042","10.22445604351808","13.235858964641531","36.59686995299428","15.449881645918124","9.237276878277182","30.923325916131994","32.88237627450678","33.42475163887035","0.0"
"99","16.30304776567982","9.640471222196755","13.346975915792619","36.74057109144049","14.800132847565392","8.924685807476745","31.02570313993426","32.921896502065195","33.28954385044976","0.0"
"100","15.204131035430086","9.953585728222974","13.070395242895414","36.52543547406391","14.319252663503418","7.77418960430779","30.213651913087904","32.74336350445796","32.98579464927881","0.0"
